0,20001.0,1.0
36,20018.0,1.0
41,20018.0,1.0
56,20018.0,1.0
57,20018.0,1.0
62,20018.0,1.0
90,20005.0,0.9112359550561798
92,20001.0,1.0
102,20001.0,1.0
110,20001.0,0.9866310160427807
140,20001.0,0.9230769230769231
149,20001.0,1.0
152,20001.0,0.9801980198019802
154,20001.0,1.0
163,20001.0,0.9798994974874372
164,20001.0,0.9945652173913043
165,20001.0,1.0
169,20001.0,1.0
171,20001.0,0.9903536977491961
175,20001.0,0.9310344827586207
176,20001.0,0.9602385685884692
212,20013.0,1.0
215,20013.0,1.0
216,20015.0,1.0
218,20013.0,1.0
229,20013.0,1.0
254,20013.0,1.0
259,20000.0,1.0
286,20015.0,1.0
287,20013.0,1.0
316,20003.0,1.0
318,20003.0,0.9872935196950444
319,20003.0,0.9548532731376975
321,20003.0,1.0
323,20003.0,1.0
324,20003.0,0.9980694980694981
325,20003.0,0.9330499468650372
329,20003.0,0.9411764705882353
335,20003.0,1.0
370,20003.0,1.0
379,20005.0,1.0
392,20003.0,1.0
444,20003.0,0.9965357967667436
519,20012.0,1.0
520,20012.0,1.0
521,20012.0,1.0
538,20012.0,1.0
669,20012.0,1.0
697,20012.0,1.0
702,20012.0,1.0
706,20012.0,1.0
712,20012.0,1.0
721,20012.0,1.0
724,20012.0,1.0
725,20012.0,1.0
727,20012.0,1.0
729,20012.0,1.0
747,20004.0,1.0
752,20012.0,1.0
759,20012.0,1.0
760,20012.0,1.0
763,20012.0,1.0
766,20012.0,1.0
769,20005.0,0.9041666666666667
781,20012.0,1.0
786,20012.0,1.0
797,20008.0,0.906896551724138
803,20012.0,1.0
805,20012.0,1.0
806,20012.0,1.0
809,20012.0,1.0
811,20012.0,1.0
813,20012.0,1.0
816,20012.0,1.0
817,20012.0,1.0
818,20012.0,1.0
821,20012.0,1.0
822,20012.0,1.0
823,20012.0,1.0
824,20012.0,1.0
825,20012.0,1.0
841,20012.0,1.0
844,20012.0,1.0
848,20012.0,1.0
850,20012.0,1.0
852,20012.0,1.0
854,20012.0,1.0
858,20012.0,1.0
860,20012.0,1.0
861,20012.0,1.0
865,20008.0,1.0
866,20012.0,1.0
870,20012.0,1.0
873,20012.0,1.0
880,20012.0,1.0
897,20012.0,1.0
901,20012.0,1.0
905,20012.0,1.0
908,20012.0,1.0
917,20012.0,1.0
919,20013.0,1.0
933,20012.0,1.0
937,20012.0,1.0
941,20012.0,1.0
942,20012.0,1.0
943,20012.0,1.0
948,20012.0,1.0
962,20000.0,1.0
964,20012.0,0.9090909090909091
967,20004.0,1.0
975,20004.0,1.0
989,20004.0,0.9456521739130435
991,20004.0,1.0
1005,20004.0,1.0
1009,20004.0,1.0
1011,20004.0,0.9473684210526315
1031,20012.0,0.9942857142857143
1040,20004.0,1.0
1068,20004.0,1.0
1078,20004.0,1.0
1084,20004.0,1.0
1086,20004.0,1.0
1091,20004.0,1.0
1095,20004.0,1.0
1096,20004.0,0.9333333333333333
1111,20000.0,0.941025641025641
1131,20012.0,0.9019607843137255
1132,20012.0,1.0
1142,20000.0,0.9482758620689655
1146,20004.0,1.0
1171,20004.0,0.9333333333333333
1190,20000.0,1.0
1199,20004.0,0.9921568627450981
1207,20004.0,1.0
1208,20004.0,0.9751471550032701
1218,20004.0,1.0
1220,20004.0,1.0
1224,20004.0,0.9304084720121029
1225,20004.0,0.991869918699187
1229,20004.0,1.0
1233,20004.0,1.0
1235,20004.0,1.0
1237,20004.0,0.9954128440366973
1238,20004.0,1.0
1249,20004.0,1.0
1251,20004.0,1.0
1252,20004.0,1.0
1256,20004.0,1.0
1257,20004.0,1.0
1259,20004.0,1.0
1263,20004.0,0.9940476190476191
1264,20004.0,1.0
1267,20004.0,0.9553072625698324
1268,20004.0,0.9553072625698324
1269,20004.0,1.0
1271,20004.0,0.935672514619883
1274,20004.0,0.9739952718676123
1275,20004.0,1.0
1277,20004.0,0.9644670050761421
1278,20004.0,1.0
1281,20004.0,0.9902200488997555
1284,20004.0,0.9570405727923628
1286,20004.0,1.0
1294,20004.0,0.9397590361445783
1295,20004.0,0.9871794871794872
1296,20004.0,1.0
1297,20004.0,0.98
1301,20004.0,0.9477611940298507
1302,20004.0,1.0
1303,20004.0,0.954954954954955
1308,20004.0,0.9020618556701031
1311,20004.0,0.9636363636363636
1312,20004.0,1.0
1313,20004.0,1.0
1315,20004.0,0.907608695652174
1348,20005.0,1.0
1365,20018.0,1.0
1373,20003.0,1.0
1384,20005.0,1.0
1391,20018.0,0.9166666666666666
1403,20010.0,0.9285714285714286
1424,20010.0,1.0
1433,20003.0,0.9953488372093023
1436,20003.0,1.0
1485,20005.0,1.0
1488,20003.0,1.0
1497,20006.0,1.0
1499,20000.0,1.0
1502,20018.0,1.0
1504,20003.0,1.0
1511,20018.0,1.0
1535,20003.0,1.0
1536,20003.0,0.9647887323943662
1548,20006.0,1.0
1556,20005.0,1.0
1564,20003.0,1.0
1574,20003.0,1.0
1576,20018.0,1.0
1586,20000.0,1.0
1587,20001.0,1.0
1603,20001.0,0.9230769230769231
1605,20000.0,1.0
1606,20018.0,1.0
1609,20000.0,1.0
1613,20000.0,1.0
1621,20018.0,1.0
1624,20018.0,1.0
1625,20018.0,1.0
1628,20000.0,1.0
1630,20000.0,1.0
1632,20018.0,1.0
1643,20000.0,1.0
1644,20018.0,1.0
1645,20000.0,1.0
1646,20018.0,1.0
1647,20018.0,1.0
1648,20011.0,1.0
1655,20018.0,1.0
1659,20018.0,1.0
1663,20018.0,1.0
1697,20001.0,1.0
1701,20000.0,1.0
1709,20000.0,1.0
1714,20000.0,1.0
1715,20000.0,1.0
1719,20018.0,1.0
