"","recno","TYCID1","TYCID2","TYCID3","RA_J2000","DE_J2000","pmRA","pmDE","BT","VT","V","BV","HD","HIP","Plx","indexcandidate","hyades","clusterNum"
"6885",57146,724,136,1,5.94712,11.4432,6.7,-46.4,11.303,10.403,10.322,0.765,"NULL","NULL",0,8186,0,3
"6898",57161,724,464,1,5.87409,12.3283,19.7,-98,9.656,8.82,8.745,0.711,"39331","NULL",0,8201,0,3
"6914",57179,724,658,1,5.90345,11.7324,39.4,-35.4,10.692,9.854,9.779,0.712,"NULL","NULL",0,8219,0,3
"6941",57208,724,1230,1,5.92698,11.7097,2,-51.7,12.044,10.861,10.755,1.006,"NULL","NULL",0,8248,0,3
"6949",57217,724,1382,1,5.943,11.6485,17.8,-50.5,11.376,10.738,10.681,0.542,"NULL","NULL",0,8257,0,3
"6951",57219,724,1427,1,5.95476,11.4436,-12.8,-42.1,8.993,8.548,8.508,0.378,"40097","NULL",0,8259,0,3
"6952",57220,724,1468,1,5.99106,12.4694,16.8,-58.7,8.622,7.215,7.088,1.196,"40463","NULL",0,8260,0,3
"6955",57223,724,1586,1,5.99091,11.513,15.7,-72.2,11.038,10.159,10.08,0.747,"NULL","NULL",0,8263,0,3
"7018",57304,725,520,1,6.0687,12.2248,17.3,-38.8,10.474,9.711,9.642,0.649,"NULL","NULL",0,8334,0,3
"7047",57340,725,1196,1,6.00606,12.0483,17.6,-50.1,10.698,10.264,10.225,0.369,"250251","NULL",0,8365,0,3
"7058",57359,725,1542,1,6.09814,11.7331,11.6,-53.7,11.865,11.197,11.137,0.568,"NULL","NULL",0,8378,0,3
"7082",57389,726,57,1,5.7234,14.8917,55.5,-59.9,11.128,10.288,10.212,0.714,"NULL","NULL",0,8403,0,3
"7083",57390,726,65,1,5.67068,14.6811,2.4,-38.6,10.857,10.191,10.131,0.566,"NULL","NULL",0,8404,0,3
"7084",57391,726,74,1,5.71643,14.2537,43.4,-19.4,11.393,10.476,10.393,0.779,"NULL","NULL",0,8405,0,3
"7115",57424,726,688,1,5.71729,13.1435,51.1,-46.4,9.452,8.994,8.953,0.389,"37982","NULL",0,8438,0,3
"7165",57480,727,668,1,5.86525,13.8752,48.6,11.8,10.442,9.668,9.598,0.658,"NULL","NULL",0,8494,0,3
"7192",57512,727,1156,1,5.83009,13.4759,70.8,-60.1,10.342,9.528,9.455,0.692,"248117","NULL",0,8526,0,3
"7211",57532,727,1558,1,5.76342,14.7257,-1.1,-73.9,10.918,10.054,9.976,0.734,"NULL","NULL",0,8546,0,3
"7215",57537,727,1616,1,5.75331,14.1604,8.9,-57.8,11.26,10.581,10.52,0.577,"NULL","NULL",0,8551,0,3
"7216",57538,727,1624,1,5.83464,14.0372,57.5,-68,11.151,10.238,10.156,0.776,"NULL","NULL",0,8552,0,3
"7223",57548,728,134,1,5.93168,13.9993,20.7,-24.1,9.471,8.277,8.17,1.015,"39880","NULL",0,8562,0,3
"7263",57591,728,1134,1,5.90313,14.8591,41.7,-41.4,9.932,9.407,9.36,0.446,"NULL","NULL",0,8605,0,3
"7268",57598,728,1245,1,5.91731,13.6669,15.3,-47.2,10.916,10.288,10.231,0.534,"NULL","NULL",0,8612,0,3
"7275",57605,728,1401,1,5.88469,13.7214,66.8,1.3,10.959,10.214,10.147,0.633,"NULL","NULL",0,8619,0,3
"7297",57627,728,1958,1,5.96419,14.8033,22.6,-12,9.92,9.488,9.449,0.367,"NULL","NULL",0,8641,0,3
"7326",57659,728,2973,1,5.95779,14.4412,28.1,-52.5,11.551,9.991,9.851,1.326,"NULL","NULL",0,8673,0,3
"7327",57660,728,3018,1,5.99875,13.5792,6.6,-31.6,11.426,10.816,10.761,0.519,"NULL","NULL",0,8674,0,3
"7329",57662,728,3026,1,5.98695,13.6642,30.3,-26.5,11.276,10.868,10.831,0.347,"NULL","NULL",0,8676,0,3
"7400",57758,729,1529,1,6.09181,14.3757,45.6,-52.1,11.124,10.105,10.013,0.866,"NULL","NULL",0,8753,0,3
"7405",57764,729,1559,1,6.06976,14.0736,15.2,-28,8.764,8.265,8.22,0.424,"41202","NULL",0,8758,0,3
"7428",101609,1224,502,1,3.00875,15.9092,97.9,-39.4,11.252,10.615,10.558,0.541,"NULL","NULL",0,8782,0,3
"7429",101610,1224,505,1,2.92347,16.2882,3.3,-45.8,11.041,10.307,10.241,0.624,"NULL","NULL",0,8783,0,3
"7431",101612,1224,583,1,2.94134,16.8424,13.3,-24.9,10.24,9.685,9.635,0.472,"NULL","NULL",0,8785,0,3
"7433",101614,1224,646,1,2.92364,16.2819,4.3,-42.8,10.84,10.335,10.29,0.429,"NULL","NULL",0,8787,0,3
"7435",101617,1224,722,1,2.91439,16.2959,42.3,-10.2,11.627,10.695,10.611,0.792,"NULL","NULL",0,8790,0,3
"7457",101656,1225,91,1,3.17177,16.1076,29,-35.7,11.297,10.231,10.135,0.906,"NULL","NULL",0,8816,0,3
"7460",101659,1225,135,1,3.16704,16.8144,31.6,-9.7,12.322,11.286,11.193,0.881,"NULL","NULL",0,8819,0,3
"7462",101662,1225,215,1,3.14382,16.8342,0.6,-43.2,11.62,10.695,10.612,0.786,"NULL","NULL",0,8822,0,3
"7466",101669,1225,375,1,3.1981,16.3158,32.5,-9.1,11.951,11.245,11.181,0.6,"NULL","NULL",0,8829,0,3
"7468",101672,1225,409,1,3.17288,15.6346,90.3,-97.5,11.453,10.361,10.263,0.928,"NULL","NULL",0,8832,0,3
"7477",101682,1225,554,1,3.16317,16.8062,63.3,-12.1,11.894,10.752,10.649,0.971,"NULL","NULL",0,8842,0,3
"7479",101685,1225,641,1,3.0538,17.0135,25.3,-28.1,11.293,10.624,10.564,0.569,"NULL","NULL",0,8845,0,3
"7484",101692,1225,857,1,3.04522,17.4468,28,-35.8,11.539,10.699,10.623,0.714,"NULL","NULL",0,8852,0,3
"7502",101710,1225,1710,1,3.08991,15.1661,23,-15.7,11.681,10.927,10.859,0.641,"NULL","NULL",0,8870,0,3
"7506",101714,1225,1791,1,3.15738,15.2368,95.4,-44.1,11.272,10.251,10.159,0.868,"NULL","NULL",0,8874,0,3
"7514",101815,1227,205,1,2.95111,19.0955,13.8,-37.1,11.885,10.25,10.103,1.39,"NULL","NULL",0,8887,0,3
"7515",101819,1227,302,1,2.98419,18.8115,11,-30.6,11.399,10.665,10.599,0.624,"NULL","NULL",0,8888,0,3
"7522",101832,1227,526,1,2.94131,17.9741,38.3,-35,12.218,10.8,10.672,1.205,"NULL","NULL",0,8895,0,3
"7526",101837,1227,607,1,3.02153,17.6877,46,-14.6,11.85,11.244,11.189,0.515,"NULL","NULL",0,8899,0,3
"7528",101842,1227,684,1,2.92128,19.2504,31.1,-30.8,11.158,10.486,10.426,0.571,"NULL","NULL",0,8902,0,3
"7530",101845,1227,777,1,2.93491,18.8868,107.5,17.3,10.441,9.88,9.83,0.477,"NULL","NULL",0,8905,0,3
"7542",101867,1227,1106,1,2.99759,18.6201,-84.2,-137,10.851,10,9.923,0.723,"NULL","NULL",0,8920,0,3
"7551",101878,1227,1330,1,2.96933,19.5001,57.6,-38.3,11.776,10.57,10.461,1.025,"NULL","NULL",0,8931,0,3
"7565",101895,1228,343,1,3.16942,19.2411,37,-23.4,10.032,9.532,9.487,0.425,"NULL","NULL",0,8948,0,3
"7567",101897,1228,368,1,3.16807,17.5351,112.6,-77,10.63,9.856,9.786,0.658,"NULL","NULL",0,8950,0,3
"7569",101899,1228,435,1,3.13855,19.4661,6.1,-27.9,10.622,9.902,9.837,0.612,"NULL","NULL",0,8952,0,3
"7570",101900,1228,449,1,3.14285,19.2073,60.3,16.3,11.513,10.721,10.65,0.673,"NULL","NULL",0,8953,0,3
"7575",101906,1228,584,1,3.12919,18.7217,22.7,-21.4,10.826,10.203,10.147,0.53,"NULL","NULL",0,8959,0,3
"7577",101908,1228,695,1,3.15651,18.4607,47.5,-7.7,12.064,11.178,11.098,0.753,"NULL","NULL",0,8961,0,3
"7587",101923,1228,1059,1,3.10533,19.3809,30.1,-24,11.046,10.341,10.278,0.599,"NULL","NULL",0,8976,0,3
"7589",101925,1228,1074,1,3.04784,19.3051,57.2,-16.6,11.59,10.702,10.622,0.755,"NULL","NULL",0,8978,0,3
"7594",101931,1228,1289,1,3.07175,18.6271,28.5,-14.3,11.234,9.897,9.777,1.136,"NULL","NULL",0,8984,0,3
"7597",101934,1228,1313,1,3.07841,17.9025,142.7,95.2,10.517,9.784,9.718,0.623,"NULL","NULL",0,8987,0,3
"7612",101951,1228,1670,1,3.11972,19.3716,65,-34.7,11.719,10.88,10.804,0.713,"NULL","NULL",0,9004,0,3
"7613",101953,1228,1720,1,3.05437,18.179,79.7,-49.8,11.169,10.429,10.362,0.629,"NULL","NULL",0,9006,0,3
"7615",101955,1228,1751,1,3.03844,18.7935,72.8,-32.9,10.637,9.892,9.825,0.633,"NULL","NULL",0,9008,0,3
"7620",101961,1228,1853,1,3.07943,17.6527,20.3,-19.2,11.108,10.479,10.422,0.535,"NULL","NULL",0,9014,0,3
"7624",101965,1228,1924,1,3.08887,17.7124,32.5,-9.4,11.352,10.69,10.63,0.563,"NULL","NULL",0,9018,0,3
"7638",102054,1230,550,1,2.97599,21.2383,10,-24.6,10.646,9.891,9.823,0.642,"NULL","NULL",0,9037,0,3
"7639",102055,1230,576,1,2.98989,21.0067,-1.2,-45.5,11.801,11.003,10.931,0.678,"NULL","NULL",0,9038,0,3
"7642",102058,1230,665,1,2.95937,20.0177,79.2,-10.5,10.767,10.059,9.995,0.602,"NULL","NULL",0,9041,0,3
"7644",102061,1230,696,1,3.01725,20.948,92.3,-46.1,11.177,10.194,10.106,0.836,"NULL","NULL",0,9043,0,3
"7645",102062,1230,713,1,2.97182,20.66,-1.8,-51.2,11.117,10.178,10.093,0.798,"NULL","NULL",0,9044,0,3
"7646",102063,1230,722,1,3.00321,20.513,23.7,-60.2,11.385,10.662,10.597,0.615,"NULL","NULL",0,9045,0,3
"7651",102073,1230,854,1,2.92831,21.0141,-17.1,-72.9,10.525,9.966,9.916,0.475,"NULL","NULL",0,9052,0,3
"7654",102079,1230,999,1,2.90749,21.3262,20.9,-18.6,10.89,9.863,9.771,0.873,"NULL","NULL",0,9056,0,3
"7656",102083,1230,1055,1,2.9167,21.0961,52,-20,11.747,10.906,10.83,0.715,"NULL","NULL",0,9059,0,3
"7660",102092,1231,36,1,3.14136,20.215,41.6,-36,11.358,10.47,10.39,0.755,"NULL","NULL",0,9063,0,3
"7662",102094,1231,57,1,3.15148,20.0245,-4.9,-109.9,10.401,9.668,9.602,0.623,"NULL","NULL",0,9065,0,3
"7667",102100,1231,152,1,3.19016,20.2264,16.6,-50.7,10.491,9.759,9.693,0.622,"NULL","NULL",0,9071,0,3
"7670",102103,1231,184,1,3.1868,21.0172,58.8,15,11.728,10.462,10.348,1.076,"NULL","NULL",0,9074,0,3
"7671",102104,1231,195,1,3.11803,20.482,29.1,-14.8,10.274,9.835,9.795,0.373,"NULL","NULL",0,9075,0,3
"7680",102115,1231,424,1,3.15352,20.7435,49.8,-10.2,9.242,8.733,8.687,0.433,"NULL","NULL",0,9086,0,3
"7681",102116,1231,454,1,3.17235,22.1742,81.8,-82.2,11.371,10.597,10.527,0.658,"NULL","NULL",0,9087,0,3
"7686",102123,1231,580,1,3.0339,22.1045,40.4,-19,11.012,9.56,9.429,1.234,"NULL","NULL",0,9094,0,3
"7689",102127,1231,682,1,3.03312,22.0779,28.4,-11,11.693,10.941,10.873,0.639,"NULL","NULL",0,9098,0,3
"7691",102129,1231,714,1,3.10382,22.4179,6.9,-30.5,11.595,10.458,10.356,0.966,"NULL","NULL",0,9100,0,3
"7697",102140,1231,941,1,3.1549,21.8127,30,-28.3,11.189,10.614,10.562,0.489,"NULL","NULL",0,9111,0,3
"7699",102142,1231,1009,1,3.02414,22.2252,28.7,-62.6,9.941,9.205,9.139,0.626,"NULL","NULL",0,9113,0,3
"7701",102144,1231,1032,1,3.19768,21.7131,9.3,-36.7,10.657,9.295,9.172,1.158,"NULL","NULL",0,9115,0,3
"7713",102159,1231,1443,1,3.11098,20.6371,39.5,-32,11.148,10.508,10.45,0.544,"NULL","NULL",0,9130,0,3
"7715",102161,1231,1481,1,3.06363,20.1109,30.9,-65.9,10.083,8.765,8.646,1.12,"NULL","NULL",0,9132,0,3
"7719",102165,1231,1631,1,3.04419,20.09,15.5,-30.6,10.982,10.236,10.169,0.634,"NULL","NULL",0,9136,0,3
"7720",102166,1231,1650,1,3.02334,20.182,14.5,-22.8,9.613,9.181,9.142,0.367,"NULL","NULL",0,9137,0,3
"7721",102167,1231,1670,1,3.11069,20.6394,41.5,-32.2,9.795,8.795,8.705,0.85,"NULL","NULL",0,9138,0,3
"7723",102171,1232,41,1,3.2579,15.9081,38.7,-2.6,9.752,9.192,9.142,0.476,"NULL","NULL",0,9142,0,3
"7744",102199,1232,1001,1,3.29521,15.0962,6.7,-36.9,10.419,9.8,9.744,0.526,"NULL","NULL",0,9170,0,3
"7745",102200,1232,1004,1,3.24813,15.4459,91.3,-31.4,11.469,10.703,10.634,0.651,"NULL","NULL",0,9171,0,3
"7746",102201,1232,1005,1,3.28702,15.5022,-19.8,-98.6,11.348,10.549,10.477,0.679,"NULL","NULL",0,9172,0,3
"7748",102203,1232,1083,1,3.22259,15.4431,21.1,-18,10.977,10.57,10.533,0.346,"NULL","NULL",0,9174,0,3
"7754",102209,1233,53,1,3.43384,15.5314,53.1,-28.6,10.68,9.943,9.877,0.626,"NULL","NULL",0,9180,0,3
"7755",102210,1233,118,1,3.40676,15.6167,23.7,-45.5,11.776,11.002,10.932,0.658,"NULL","NULL",0,9181,0,3
"7757",102213,1233,167,1,3.39413,15.8416,28.5,-124,11.71,11.104,11.049,0.515,"NULL","NULL",0,9184,0,3
"7766",102229,1233,569,1,3.37515,16.5433,70.1,2.3,10.789,10.081,10.017,0.602,"NULL","NULL",0,9200,0,3
"7772",102235,1233,706,1,3.39857,16.851,12.8,-31.7,11.248,10.751,10.706,0.422,"NULL","NULL",0,9206,0,3
"7787",102252,1234,260,1,3.48544,15.5181,1.9,-99.3,11.487,10.638,10.562,0.722,"NULL","NULL",0,9223,0,3
"7807",102281,1235,77,1,3.67028,15.0819,46.4,-23,10.312,9.641,9.581,0.57,"NULL","NULL",0,9252,0,3
"7810",102286,1235,170,1,3.66981,15.2887,79.8,-42.1,11.97,10.543,10.415,1.213,"NULL","NULL",0,9257,0,3
"7811",102287,1235,186,1,3.67067,15.1906,52.2,-2,10.454,9.229,9.119,1.041,"NULL","NULL",0,9258,0,3
"7813",102289,1235,264,1,3.60899,15.1637,68.8,-21.5,10.963,10.197,10.128,0.651,"NULL","NULL",0,9260,0,3
"7814",102290,1235,274,1,3.63793,15.1713,120.3,-70.8,9.385,8.597,8.526,0.67,"22555","NULL",0,9261,0,3
"7816",102292,1235,335,1,3.62014,15.6298,-14.1,-60.7,10.709,9.943,9.874,0.651,"NULL","NULL",0,9263,0,3
"7819",102296,1235,436,1,3.71591,16.6261,48,2.5,11.182,10.393,10.322,0.671,"NULL","NULL",0,9267,0,3
"7820",102297,1235,440,1,3.61309,15.8688,85.9,8.2,11.858,10.826,10.733,0.877,"NULL","NULL",0,9268,0,3
"7829",102309,1235,716,1,3.61716,16.5415,6.9,-51.2,10.338,9.543,9.471,0.676,"NULL","NULL",0,9280,0,3
"7830",102310,1235,738,1,3.64279,16.3788,26.9,-34.8,11.185,9.524,9.375,1.412,"NULL","NULL",0,9281,0,3
"7834",102315,1235,833,1,3.61702,16.7358,58.7,-20.9,11.576,10.653,10.57,0.785,"NULL","NULL",0,9286,0,3
"7836",102318,1235,943,1,3.70353,16.8621,70.8,-78.6,11.818,11.112,11.048,0.6,"NULL","NULL",0,9289,0,3
"7841",102326,1236,160,1,3.32667,18.6718,33.9,-29.9,11.086,9.949,9.847,0.966,"NULL","NULL",0,9297,0,3
"7844",102330,1236,218,1,3.28579,17.2153,30,-53.4,11.277,10.406,10.328,0.74,"NULL","NULL",0,9301,0,3
"7845",102331,1236,221,1,3.22355,17.0239,42.8,-41.8,11.138,10.333,10.261,0.684,"NULL","NULL",0,9302,0,3
"7850",102338,1236,317,1,3.21846,18.0553,57.8,-18.2,10.959,9.653,9.535,1.11,"NULL","NULL",0,9309,0,3
"7854",102342,1236,399,1,3.29589,18.6167,42.9,-40.6,10.994,10.495,10.45,0.424,"NULL","NULL",0,9313,0,3
"7856",102344,1236,417,1,3.20433,18.133,21.3,-35.6,10.894,10.195,10.132,0.594,"NULL","NULL",0,9315,0,3
"7863",102352,1236,568,1,3.24829,18.6667,124.1,-32,10.163,9.564,9.51,0.509,"NULL","NULL",0,9323,0,3
"7869",102358,1236,733,1,3.25148,18.6043,33.2,-3.4,10.882,10.247,10.19,0.54,"NULL","NULL",0,9329,0,3
"7870",102359,1236,741,1,3.26246,18.4847,5.2,-36.7,10.347,9.642,9.579,0.599,"NULL","NULL",0,9330,0,3
"7871",102360,1236,742,1,3.3074,18.0841,30.8,-21.1,10.346,9.866,9.823,0.408,"NULL","NULL",0,9331,0,3
"7872",102361,1236,774,1,3.30522,17.1407,40.5,-25.6,11.529,10.764,10.695,0.65,"NULL","NULL",0,9332,0,3
"7876",102366,1236,803,1,3.27203,17.1537,34.1,-28.5,11.398,10.777,10.721,0.528,"NULL","NULL",0,9337,0,3
"7887",102378,1237,64,1,3.37575,17.4596,106.1,-32,11.032,9.816,9.707,1.034,"NULL","NULL",0,9349,0,3
"7891",102383,1237,220,1,3.42407,17.8335,10.4,-23,9.948,9.522,9.484,0.362,"NULL","NULL",0,9354,0,3
"7894",102388,1237,263,1,3.34664,17.6562,51.8,-67.5,10.695,10.05,9.992,0.548,"NULL","NULL",0,9359,0,3
"7901",102395,1237,445,1,3.39117,17.1594,23.5,-24.7,10.777,9.843,9.759,0.794,"NULL","NULL",0,9366,0,3
"7911",102406,1237,716,1,3.46187,18.2234,38.8,-134.7,11.689,11.07,11.014,0.526,"NULL","NULL",0,9377,0,3
"7914",102409,1237,786,1,3.35057,17.2266,30.8,-16.1,11.358,10.915,10.875,0.377,"NULL","NULL",0,9380,0,3
"7919",102414,1237,1020,1,3.35219,17.6771,13.1,-56.4,11.109,10.399,10.335,0.603,"NULL","NULL",0,9385,0,3
"7926",102422,1238,66,1,3.52788,17.2517,96.4,-39.1,10.796,9.896,9.815,0.765,"NULL","NULL",0,9393,0,3
"7938",102437,1238,550,1,3.54077,17.6128,22.6,-79,9.794,8.738,8.643,0.898,"NULL","NULL",0,9408,0,3
"7939",102438,1238,560,1,3.54157,18.3113,19.7,-16.2,11.239,10.423,10.35,0.694,"NULL","NULL",0,9409,0,3
"7955",102459,1239,11,1,3.65906,17.6595,98.1,-35.2,12.063,11.387,11.326,0.575,"NULL","NULL",0,9430,0,3
"7960",102465,1239,90,1,3.68092,17.3729,42.5,-15.6,9.863,9.293,9.242,0.485,"NULL","NULL",0,9436,0,3
"7962",102467,1239,147,1,3.62103,17.9084,30.9,-77.4,9.328,8.748,8.696,0.493,"NULL","NULL",0,9438,0,3
"7963",102469,1239,156,1,3.69814,17.6001,44.7,-20.1,11.479,10.662,10.588,0.694,"NULL","NULL",0,9440,0,3
"7965",102471,1239,171,1,3.7012,18.0748,27.4,-24.6,10.738,10.106,10.049,0.537,"NULL","NULL",0,9442,0,3
"7967",102474,1239,194,1,3.70353,18.3362,3.8,-38.9,10.93,10.188,10.121,0.631,"NULL","NULL",0,9445,0,3
"7968",102476,1239,217,1,3.67392,17.6501,12.8,-30.7,12.295,10.6,10.447,1.441,"NULL","NULL",0,9447,0,3
"7971",102480,1239,294,1,3.69632,17.612,-6.6,-105.1,11.56,10.842,10.777,0.61,"NULL","NULL",0,9451,0,3
"7979",102488,1239,467,1,3.70682,17.8716,9.4,-80.3,9.679,8.937,8.87,0.631,"NULL","NULL",0,9459,0,3
"7988",102499,1239,722,1,3.61743,17.7717,18.9,-27.2,11.197,9.989,9.88,1.027,"NULL","NULL",0,9470,0,3
"7990",102501,1239,753,1,3.6277,16.9897,-26,-64.2,10.755,9.958,9.886,0.677,"NULL","NULL",0,9472,0,3
"7992",102505,1239,921,1,3.65834,18.0782,58.8,-42.9,11.635,10.54,10.441,0.931,"NULL","NULL",0,9476,0,3
"7993",102506,1239,963,1,3.70437,17.0135,-3.8,-40,10.738,10.168,10.117,0.485,"NULL","NULL",0,9477,0,3
"8000",102513,1240,70,1,3.24198,18.7521,94,26.6,10.555,9.748,9.675,0.686,"NULL","NULL",0,9484,0,3
"8001",102514,1240,91,1,3.25509,20.2309,43.3,-59.2,11.611,10.65,10.564,0.817,"NULL","NULL",0,9485,0,3
"8004",102517,1240,134,1,3.32473,19.7205,93.9,-17.9,9.119,8.582,8.534,0.456,"20600","NULL",0,9488,0,3
"8006",102520,1240,201,1,3.26505,20.4542,30.2,-59.9,11.078,10.408,10.348,0.57,"NULL","NULL",0,9491,0,3
"8012",102526,1240,278,1,3.21234,20.3992,20.2,-45.3,10.002,9.272,9.206,0.621,"NULL","NULL",0,9497,0,3
"8013",102527,1240,303,1,3.32709,19.5731,25.4,-20.6,9.547,9.225,9.196,0.274,"NULL","NULL",0,9498,0,3
"8017",102531,1240,363,1,3.31416,20.0045,22.3,-21.5,9.66,9.235,9.197,0.361,"NULL","NULL",0,9502,0,3
"8020",102535,1240,426,1,3.25123,19.7039,17.8,-22.1,12.034,11.251,11.181,0.666,"NULL","NULL",0,9506,0,3
"8024",102539,1240,552,1,3.28974,19.472,45.3,-19.3,11.359,10.502,10.425,0.728,"NULL","NULL",0,9510,0,3
"8026",102541,1240,572,1,3.25334,19.1813,82,-8,11.081,10.237,10.161,0.717,"NULL","NULL",0,9512,0,3
"8042",102561,1240,1006,1,3.26838,18.8794,25.8,-50.4,11.424,11.077,11.046,0.295,"NULL","NULL",0,9532,0,3
"8055",102577,1241,341,1,3.45018,20.0344,46.5,-13.3,11.225,10.401,10.327,0.7,"NULL","NULL",0,9548,0,3
"8057",102579,1241,424,1,3.35095,20.2914,-29.5,-67.6,10.463,9.371,9.273,0.928,"NULL","NULL",0,9550,0,3
"8072",102599,1241,901,1,3.42775,19.5375,-13.8,-63.5,9.877,9.299,9.247,0.491,"NULL","NULL",0,9570,0,3
"8074",102601,1241,922,1,3.35576,20.2861,8.8,-34.6,11.175,10.634,10.585,0.46,"NULL","NULL",0,9572,0,3
"8080",102607,1241,1048,1,3.40926,19.0634,59,-11.6,9.561,9.091,9.049,0.4,"NULL","NULL",0,9578,0,3
"8083",102611,1242,3,1,3.51362,19.4086,25.7,-112.7,12.058,11.109,11.024,0.807,"NULL","NULL",0,9582,0,3
"8090",102620,1242,200,1,3.47202,19.8396,-0.8,-87,11.479,10.395,10.297,0.921,"NULL","NULL",0,9591,0,3
"8091",102621,1242,265,1,3.50723,19.6819,0.5,-41.7,11.473,10.767,10.703,0.6,"NULL","NULL",0,9592,0,3
"8093",102623,1242,349,1,3.50809,19.3815,19.9,-42.1,11.252,10.089,9.984,0.989,"NULL","NULL",0,9594,0,3
"8099",102632,1242,608,1,3.57673,20.5993,35.4,-52.9,12.168,10.994,10.888,0.998,"NULL","NULL",0,9603,0,3
"8105",102640,1242,792,1,3.58291,19.8134,78.2,-48.4,11.217,10.65,10.599,0.482,"NULL","NULL",0,9611,0,3
"8116",102657,1243,17,1,3.68812,20.5917,56.2,-33.8,10.88,10.095,10.024,0.667,"NULL","NULL",0,9628,0,3
"8125",102670,1243,298,1,3.61828,19.4685,48.1,3.7,10.363,9.764,9.71,0.509,"NULL","NULL",0,9641,0,3
"8131",102677,1243,562,1,3.66297,20.5995,76.8,-7.2,11.527,10.555,10.468,0.826,"NULL","NULL",0,9648,0,3
"8132",102679,1243,590,1,3.72504,19.6621,30.2,-30.4,9.504,8.869,8.812,0.54,"NULL","NULL",0,9650,0,3
"8141",102688,1243,809,1,3.67913,19.9494,21.7,-30.3,11.2,10.453,10.386,0.635,"NULL","NULL",0,9659,0,3
"8145",102696,1244,76,1,3.3114,20.7492,27.7,-12.5,10.274,9.872,9.836,0.342,"NULL","NULL",0,9667,0,3
"8147",102698,1244,189,1,3.21867,21.3209,24.4,-19.5,11.336,10.01,9.891,1.127,"NULL","NULL",0,9669,0,3
"8150",102702,1244,282,1,3.27528,21.1728,13.1,-64.4,11.28,10.315,10.228,0.82,"NULL","NULL",0,9673,0,3
"8155",102710,1244,398,1,3.30838,21.4751,6.7,-29.6,12.267,11.017,10.905,1.063,"NULL","NULL",0,9681,0,3
"8166",102721,1244,863,1,3.28748,22.0614,40.7,-26.7,11.599,10.751,10.675,0.721,"NULL","NULL",0,9692,0,3
"8167",102722,1244,897,1,3.23851,21.7768,48.4,-36.6,11.93,10.896,10.803,0.879,"NULL","NULL",0,9693,0,3
"8168",102723,1244,902,1,3.33201,21.7185,-9.5,-87.9,10.261,9.531,9.465,0.62,"NULL","NULL",0,9694,0,3
"8169",102725,1244,923,1,3.31134,21.7293,22.2,-65.5,10.645,10.015,9.958,0.535,"NULL","NULL",0,9696,0,3
"8172",102728,1244,1076,1,3.2904,22.2831,38,-14.4,9.676,9.024,8.965,0.554,"NULL","NULL",0,9699,0,3
"8174",102730,1244,1087,1,3.208,21.7489,91.8,-79,10.696,9.603,9.505,0.929,"NULL","NULL",0,9701,0,3
"8185",102744,1245,112,1,3.35501,20.759,67,-39.7,11.891,10.898,10.809,0.844,"NULL","NULL",0,9715,0,3
"8186",102745,1245,116,1,3.44991,21.4426,36.3,-17.1,11.472,10.771,10.708,0.596,"NULL","NULL",0,9716,0,3
"8188",102748,1245,137,1,3.33571,21.0944,56.1,-57.5,11.065,10.416,10.358,0.552,"NULL","NULL",0,9719,0,3
"8200",102763,1245,543,1,3.35994,21.7574,27,-21.8,9.646,9.208,9.169,0.372,"NULL","NULL",0,9734,0,3
"8205",102768,1245,738,1,3.38715,22.4438,31,-43.4,11.965,11.446,11.399,0.441,"NULL","NULL",0,9739,0,3
"8208",102773,1245,928,1,3.44001,21.5607,23.5,-21.8,11.456,10.645,10.572,0.689,"NULL","NULL",0,9744,0,3
"8210",102775,1245,973,1,3.4447,22.4379,22.9,-77.5,11.193,10.254,10.169,0.798,"NULL","NULL",0,9746,0,3
"8212",102777,1245,999,1,3.44571,22.3448,37.5,-24,10.694,10.081,10.026,0.521,"NULL","NULL",0,9748,0,3
"8213",102778,1245,1018,1,3.42403,21.8754,78.9,-82.4,11.741,11.026,10.962,0.608,"NULL","NULL",0,9749,0,3
"8218",102783,1245,1095,1,3.45811,22.1143,29.4,-34.7,11.629,10.719,10.637,0.774,"NULL","NULL",0,9754,0,3
"8229",102797,1246,228,1,3.49396,21.4698,3.9,-41.5,11.65,10.939,10.875,0.604,"NULL","NULL",0,9768,0,3
"8237",102806,1246,599,1,3.53052,22.0734,38.2,-8.9,10.981,10.504,10.461,0.405,"NULL","NULL",0,9777,0,3
"8239",102808,1246,617,1,3.50469,21.5905,32.8,-44.3,10.948,10.25,10.187,0.593,"NULL","NULL",0,9779,0,3
"8240",102809,1246,666,1,3.52606,21.8321,28.1,-12.5,10.471,9.973,9.928,0.423,"NULL","NULL",0,9780,0,3
"8244",102814,1246,865,1,3.50978,21.7682,42.2,-28.7,10.531,9.994,9.946,0.456,"NULL","NULL",0,9785,0,3
"8249",102822,1246,1205,1,3.47088,20.71,-12.9,-49.1,11.787,10.947,10.871,0.714,"NULL","NULL",0,9793,0,3
"8252",102826,1247,174,1,3.66354,21.6974,36.1,-6.4,10.679,10.146,10.098,0.453,"NULL","NULL",0,9797,0,3
"8266",102844,1247,515,1,3.72531,22.1584,20.6,-46.9,11.212,10.526,10.464,0.583,"NULL","NULL",0,9815,0,3
"8268",102846,1247,536,1,3.64246,21.2842,16,-38.5,11.674,10.752,10.669,0.784,"NULL","NULL",0,9817,0,3
