"RA_J2000","DE_J2000"
3.66981,15.2887
3.67067,15.1906
3.60899,15.1637
3.63793,15.1713
3.62014,15.6298
3.71591,16.6261
3.61309,15.8688
3.61716,16.5415
3.64279,16.3788
3.61702,16.7358
3.70353,16.8621
3.32667,18.6718
3.28579,17.2153
3.22355,17.0239
3.21846,18.0553
3.29589,18.6167
3.20433,18.133
3.24829,18.6667
3.25148,18.6043
3.26246,18.4847
3.3074,18.0841
3.30522,17.1407
3.27203,17.1537
3.37575,17.4596
3.42407,17.8335
3.34664,17.6562
3.39117,17.1594
3.46187,18.2234
3.35057,17.2266
3.35219,17.6771
3.52788,17.2517
3.54077,17.6128
3.54157,18.3113
3.65906,17.6595
3.68092,17.3729
3.62103,17.9084
3.69814,17.6001
3.7012,18.0748
3.70353,18.3362
3.67392,17.6501
3.69632,17.612
3.70682,17.8716
3.61743,17.7717
3.6277,16.9897
3.65834,18.0782
3.70437,17.0135
3.24198,18.7521
3.25509,20.2309
3.32473,19.7205
3.26505,20.4542
3.21234,20.3992
3.32709,19.5731
3.31416,20.0045
3.25123,19.7039
3.28974,19.472
3.25334,19.1813
3.26838,18.8794
3.45018,20.0344
3.35095,20.2914
3.42775,19.5375
3.35576,20.2861
3.40926,19.0634
3.51362,19.4086
3.47202,19.8396
3.50723,19.6819
3.50809,19.3815
3.57673,20.5993
3.58291,19.8134
3.68812,20.5917
3.61828,19.4685
3.66297,20.5995
3.72504,19.6621
3.67913,19.9494
3.3114,20.7492
3.21867,21.3209
3.27528,21.1728
3.30838,21.4751
3.28748,22.0614
3.23851,21.7768
3.33201,21.7185
3.31134,21.7293
3.2904,22.2831
3.208,21.7489
3.35501,20.759
3.44991,21.4426
3.33571,21.0944
3.35994,21.7574
3.38715,22.4438
3.44001,21.5607
3.4447,22.4379
3.44571,22.3448
3.42403,21.8754
3.45811,22.1143
3.49396,21.4698
3.53052,22.0734
3.50469,21.5905
3.52606,21.8321
3.50978,21.7682
3.47088,20.71
3.66354,21.6974
3.72531,22.1584
3.64246,21.2842
3.72549,21.5238
3.60567,21.8335
3.70713,21.1927
3.77414,16.6513
3.73737,16.5068
3.75582,16.836
3.8194,16.1759
3.77114,16.0939
3.96506,15.3279
3.90097,15.4849
3.87766,15.571
3.93915,15.7001
3.9417,16.1632
3.93803,15.8176
3.93062,16.1428
3.9633,16.8168
3.92719,15.5901
3.99346,15.5989
3.94589,16.5671
3.91043,16.1224
3.89264,16.6933
4.05792,15.365
4.12121,15.4452
4.10497,16.1838
4.13018,16.4374
4.03108,15.805
4.0951,15.7381
4.02865,16.3244
4.21734,15.5427
4.266,15.8156
3.76885,17.5332
3.84151,17.5292
3.86347,17.203
3.83229,17.1318
3.9345,17.1496
3.93625,17.0334
3.8805,18.2809
3.91663,17.5879
4.01338,17.7677
4.05747,18.2406
4.25912,17.1212
4.24003,18.6156
4.14344,17.2822
4.14461,18.4387
4.2406,17.3899
4.16815,18.1019
3.80436,19.2973
3.75046,19.5594
3.75924,19.8755
3.73944,20.4994
3.94159,19.7273
3.98001,20.4905
3.92975,20.2844
3.91906,19.5549
3.96374,18.9335
3.93936,19.4827
3.97394,19.4951
3.92621,20.3214
3.88112,19.1806
3.90853,19.4084
3.90774,19.5939
4.13123,20.2086
4.09052,20.2492
4.13,19.1018
4.06486,19.0708
4.05336,19.1548
4.25946,20.1336
4.26327,20.1773
4.25709,19.8034
3.84188,22.2524
3.78748,22.47
3.75796,21.4641
3.7703,21.4355
3.80871,22.2113
3.75274,21.7046
3.74334,20.8002
3.78346,20.79
3.87176,21.4718
3.884,21.6602
3.8812,21.9726
3.90726,21.8925
3.93409,20.6562
3.91609,20.8815
3.9162,20.9913
3.96657,21.0588
3.93675,21.0408
4.04891,21.8878
4.03765,22.0706
4.07427,21.7837
4.13132,21.3826
4.04821,22.1366
4.04844,22.1345
4.201,21.9474
4.24802,22.4633
4.24899,20.6426
4.14463,20.679
4.23255,21.0601
4.33302,15.0086
4.3049,15.0094
4.28445,15.0979
4.27136,16.2855
4.36973,15.0879
4.46031,16.0299
4.46153,16.725
4.50969,15.734
4.43496,15.5243
4.51843,16.689
4.43078,15.7539
4.42944,16.5777
4.40355,16.3789
4.47282,15.0873
4.4289,16.6559
4.51529,15.7798
4.5298,15.6358
4.63858,15.5162
4.56055,16.7625
4.63811,15.4639
4.61528,15.2612
4.5756,15.8276
4.54725,16.0058
4.61961,15.9374
4.55783,16.5157
4.60146,15.684
4.6334,15.669
4.54985,15.819
4.56073,15.9615
4.71774,16.297
4.78512,15.7283
4.79597,16.25
4.33525,18.651
4.26988,17.6985
4.29695,17.2435
4.46638,18.5003
4.41673,16.9849
4.48804,18.1138
4.41237,18.0324
4.50319,17.2201
4.49201,17.4872
4.50697,17.786
4.52165,17.2711
4.41126,17.647
4.5926,16.9633
4.62226,18.6867
4.55066,17.5769
4.54171,17.4473
4.53881,17.2749
4.64027,17.5424
4.73389,18.4915
4.72103,17.0691
4.67375,18.1569
4.79826,16.9904
4.32131,19.7246
4.35893,18.7623
4.32658,18.8035
4.28896,19.3531
4.34469,20.1362
4.29003,19.7617
4.35762,20.5685
4.31765,19.8567
4.32052,19.4767
4.36392,19.8135
4.28971,19.4626
4.32476,19.3647
4.37475,19.3749
4.38938,20.5843
4.48042,20.2297
4.40073,20.1256
4.45668,19.9149
4.40669,19.9589
4.63167,20.2845
4.63815,20.5186
4.64987,20.604
4.63449,19.5318
4.54471,19.1135
4.61461,19.2904
4.62122,18.8096
4.77148,20.3385
4.68999,20.6037
4.6811,20.0524
4.69568,20.0881
4.74367,19.0096
4.67768,19.0873
4.72425,19.2995
4.30632,20.8682
4.29534,20.8746
4.30924,21.6005
4.39719,20.9282
4.51366,21.2363
4.48618,22.1697
4.52142,22.1965
4.45397,21.9803
4.43251,21.7206
4.57679,21.6215
4.57125,21.4375
4.57969,21.1037
4.69807,22.1508
4.66861,22.2747
4.69236,21.6529
4.69506,21.1661
4.76648,21.2638
4.74888,20.8735
4.73961,20.9383
4.78581,20.8823
4.83353,16.4121
4.84057,16.7626
4.92362,16.2218
4.91507,16.1788
4.84947,15.2356
4.81436,15.9475
4.89763,16.4469
4.80345,15.6645
4.81507,15.5696
4.99674,16.8581
4.98621,16.0717
4.98718,15.7221
4.96945,15.8321
4.96424,15.6973
5.05405,16.2778
5.02684,15.2724
4.99341,15.0224
4.94161,16.2134
5.1984,16.7446
5.19806,16.7419
5.15103,16.3898
5.17896,16.5959
5.12449,16.0332
5.10307,16.179
5.08158,15.3251
5.11858,16.0535
5.10849,15.0251
5.20256,16.1858
5.22741,15.8758
5.264,16.1492
5.25859,15.6989
5.25211,16.6643
5.20488,15.1986
4.80485,18.7428
4.83871,17.5208
4.91777,18.6545
4.80968,17.8085
5.04722,17.0354
4.98003,18.1694
5.0616,18.3221
4.95143,16.9163
5.06582,17.8708
5.13326,17.2774
5.19216,18.1435
5.10108,16.9734
5.07242,17.9009
5.31892,17.6997
5.267,17.9069
5.29262,17.5772
5.26363,18.739
5.2978,18.6782
5.23091,17.3143
4.92716,19.2271
4.80435,20.5443
4.91894,20.2271
4.87068,19.9599
4.91485,19.9676
4.81775,19.463
5.01359,20.2761
4.96507,18.7716
4.95454,20.5073
4.99708,19.9668
4.94847,19.3309
5.18994,18.7856
5.29923,20.2429
5.29711,19.9753
5.30322,19.3206
5.32739,19.7602
5.32036,19.09
5.26904,19.1823
5.27935,18.9121
5.24578,18.9024
4.92101,21.8472
4.87893,20.8252
4.91818,20.7609
4.91696,20.933
4.95814,21.3945
4.94922,21.1573
4.99758,22.2685
5.0316,22.4416
5.04813,22.2908
4.95731,22.1944
5.00542,21.9735
4.97659,21.3386
5.05348,21.1689
5.01893,21.0367
4.96416,21.8258
5.06577,20.8305
5.18961,21.1068
5.11943,22.3936
5.08052,22.1639
5.09639,21.5486
5.08939,21.6752
5.19777,21.7809
5.16464,21.9877
5.16329,21.9183
5.17837,21.5484
5.2258,20.6295
5.21977,21.1764
5.33089,20.793
5.283,21.5366
5.28809,21.7903
5.40244,16.5157
5.42322,15.6972
5.45127,15.4903
5.37319,16.1227
5.33778,16.332
5.46857,15.9808
5.50627,16.0587
5.50545,15.8074
5.46677,15.0683
5.54089,15.1881
5.54235,15.4558
5.52583,15.3222
5.58756,15.0196
5.56576,15.1234
5.73198,15.273
5.63586,15.5886
5.69239,15.3768
5.66464,16.2328
5.79449,15.031
5.7499,16.1849
5.83434,15.7528
5.35173,18.4469
5.3648,18.4161
5.4477,18.42
5.33749,17.8259
5.36048,17.9899
5.33443,17.8913
5.49633,17.9712
5.51999,18.2666
5.48038,18.578
5.49953,16.9837
5.5924,17.7383
5.56178,16.9081
5.56713,18.0123
5.59654,17.5037
5.68922,17.9127
5.6872,18.4411
5.85214,17.8356
5.79073,18.7293
5.85171,17.889
5.82895,17.5507
5.79443,17.9548
5.82964,18.2549
5.80739,17.7961
5.76368,17.8606
5.35863,19.0721
5.41625,19.1928
5.42527,20.4181
5.49761,20.049
5.47893,18.9404
5.53388,19.1399
5.51204,19.0331
5.58223,19.4646
5.57515,19.1751
5.61924,19.9189
5.72128,20.1627
5.71608,20.1207
5.6076,20.3385
5.72251,20.3147
5.60297,19.1731
5.6245,19.4091
5.68516,19.3393
5.61985,19.2259
5.68231,18.7761
5.61945,18.8624
5.72588,19.5406
5.77573,20.3041
5.80963,19.1872
5.78719,18.9941
5.8398,18.806
5.79538,19.6026
5.45845,20.6879
5.38359,22.1762
5.37554,22.1709
5.53015,21.1581
5.59423,20.9041
5.55648,21.3517
5.49415,22.2608
5.52468,21.8092
5.51894,21.318
5.63767,22.0132
5.71978,21.4032
5.67461,22.4479
5.64073,20.6639
5.78616,21.8755
5.80878,21.7808
5.80148,21.0594
5.8316,21.0244
5.74747,21.0131
5.80668,20.8496
5.90077,15.111
5.93716,16.168
5.9826,16.3733
5.97008,15.8124
5.96363,16.0772
5.96373,15.6301
6.09349,15.2317
6.00859,15.0754
6.00166,15.0549
6.05582,16.706
6.03513,16.6821
6.08952,15.1897
6.07658,15.9131
5.93166,18.2539
5.9362,18.6461
5.97857,18.2811
5.96134,18.2294
5.9968,18.2949
5.95955,17.3821
5.9148,17.6755
5.88091,17.0741
6.07063,17.2849
6.07336,18.2715
6.06204,17.3268
6.09575,17.7328
5.94425,18.9227
5.96405,19.9249
5.95234,19.8161
5.90241,19.0645
5.87556,19.5448
6.03847,18.8234
6.08654,19.9125
5.93741,21.5761
5.88283,20.7779
6.09351,20.9261
6.06097,20.974
6.09857,21.1215
6.01348,21.3957
6.0938,22.4297
6.05156,22.3649
2.90808,23.8025
2.92117,23.6651
3.00561,23.032
3.05367,22.5355
3.05338,24.3504
2.94311,23.0351
3.06194,24.0183
2.94427,23.2391
3.02616,23.32
3.0644,23.7772
2.94829,23.7664
2.93517,23.5865
3.11309,24.1192
3.20669,23.8946
3.17334,24.1785
3.18634,23.0287
3.12215,23.5245
3.1831,23.7724
3.1859,22.8015
3.07693,22.7483
3.18689,22.7708
3.15518,22.6734
3.27731,23.5687
3.28525,23.5839
3.31597,24.2837
3.30872,22.6623
3.32517,23.3248
3.24854,23.0704
3.26025,23.6137
3.346,23.1679
3.24795,22.5649
2.93671,24.4992
3.38535,24.1964
3.37265,23.3092
3.38842,23.2159
3.38983,24.0612
3.38085,23.6239
3.40128,22.7291
3.41346,23.8762
3.45123,23.2426
3.47124,22.6412
3.44733,23.2584
3.45798,23.9056
3.46816,23.3809
3.42831,23.706
3.42593,23.3725
3.46168,23.8036
3.60027,24.2661
3.49981,22.5882
3.58847,22.6108
3.57984,23.8546
3.62636,24.2365
3.60824,23.9126
3.57289,23.2943
3.51621,24.2353
3.48912,23.6089
3.55655,23.4889
3.60918,22.926
3.61311,23.1251
3.72554,23.6741
3.67621,23.6826
3.72348,23.2259
3.65253,24.3678
3.72986,23.2118
3.72715,23.536
3.75388,23.1229
3.7335,23.5439
3.68433,23.4215
3.71984,22.869
3.85762,23.2672
3.83236,23.2186
3.8837,23.057
3.8658,23.902
3.84447,23.933
3.7816,23.5836
3.77714,23.7877
3.7807,23.2392
3.77166,23.4867
3.80727,24.0484
3.77974,22.9146
3.76946,23.34
3.80959,23.4348
3.79669,23.2181
3.42903,24.4086
3.83914,24.4667
4.03474,23.8315
3.99827,23.217
3.9483,22.7173
4.06381,22.7817
4.14339,23.7686
4.09612,23.6172
4.21095,24.3513
4.27781,23.6466
4.25295,23.1144
4.188,23.1507
4.23044,23.0013
4.26315,23.0023
4.24964,23.2565
4.31916,24.14
4.303,23.2847
4.29009,23.3914
4.43087,23.5629
4.44738,23.5466
4.32961,23.2968
4.35671,23.1853
4.43444,23.1586
3.9892,24.3801
4.09481,24.4717
4.49376,23.3425
4.57587,22.7104
4.61365,24.2163
4.69005,23.1119
4.63344,22.9901
4.69517,22.6233
4.73953,24.0826
4.71158,23.2358
4.78327,23.7033
4.8277,23.9037
4.83189,23.9432
4.88365,23.487
4.74852,23.0376
4.76333,22.9233
4.76252,23.5936
4.85608,22.9576
4.83907,23.0062
4.85746,22.9842
4.9368,24.2471
5.02153,22.8002
4.98753,22.5852
5.09342,22.9259
5.05972,24.3227
5.09672,23.865
5.16116,23.5708
5.23574,22.7065
5.16394,23.933
5.41506,24.1009
5.41336,23.1227
5.36301,24.0123
5.34511,23.7383
5.33208,23.214
5.40289,23.1093
5.32016,22.9386
5.34306,24.1092
5.34894,24.0371
5.3488,24.0353
5.56014,23.1705
5.5131,22.8959
5.44203,23.0473
5.48777,22.8901
5.70356,24.2537
5.64163,23.7106
5.65255,23.2883
5.62475,22.9884
5.69865,22.6407
5.65247,23.2895
5.83323,22.959
5.83156,22.9799
5.74835,23.4097
5.85148,23.7274
5.73833,24.0812
5.94233,24.3433
5.86115,22.9146
5.94377,22.7379
5.86648,22.7424
5.96579,22.8178
6.07106,24.123
6.05725,24.0035
6.05395,24.2173
6.05995,24.1984
6.08663,22.6934
6.04361,22.8482
6.0562,23.0393
6.03624,22.5482
5.93699,24.4781
